Objekta nosaukums,ISIL kods,Adrese,LAT,LON,LKS-92 X,LKS-92 Y,Nozare/Objekta veids,Darbojās 2017.gadā,Bibliotēkas vadītājs/direktors,Reģistrācijas nr. LR Uzņēmumu reģistrā,Reģistrācijas datums LR Uzņēmumu reģistrā,Reģistrācijas nr. LR Kultūras ministrijas Bibliotēku reģistrā,Reģistrācijas datums LR Kultūras ministrijas Bibliotēku reģistrā,Juridiskais statuss,Akreditācijas apliecības nr.,Akreditācijas datums,Akreditācijas termiņš,Dibināšanas gads,Sākums,Darbība,Papildus informācija,Ēkas īpašuma forma,Ēkas uzcelšanas gads,Kultūras pieminekļa Valsts aizsardzības Nr.,Teritorijas kopējā platība (m2),Papildu informācija par infrastruktūru,Telpas pieejamas cilvēkiem ar kustību traucējumiem,Ir 3 fāzu elektrības pieslēgums,Telpu kopplatība (m2),Lietotāju vietu skaits bibliotēkā,Aktīvo lietotāju kopskaits 2017.gadā,Bērni un jaunieši līdz 18 gadiem,Pārējie,Fizisko apmeklējumu kopskaits,Fiziskais apmeklējums - Pieaugušie,Fiziskais apmeklējums - Bērni un jaunieši līdz 18 gadiem,Virtuālais apmeklējums,Sociālo tīklu apmeklējums,Izsniegumu kopskaits,No kopējā izsnieguma skaita - bērniem un jauniešiem līdz 18 gadiem,Elektroniski nosūtīto vienību kopskaits,Jaunieguvumu kopskaits,Izslēgto dokumentu kopskaits,Krājumu kopskaits 2017.gada beigās,Bezmaksas Wi-Fi,Integrētā bibliotēku informācijas sistēma,Cita integrētā bibliotēku informācijas sistēma,Datubāžu kopskaits,Printeru kopskaits,Skeneru kopskaits,Kopējamo iekārtu kopskaits,Multifunkcionālo iekārtu kopskaits,Pamatinformācija bibliotēkas vietnē pieejama,Vietnes automātiskās tulkošanas iespēja,Pašapkalpošanas grāmatu izsniegšanas/ nodošanas sistēma,Digitālo kolekciju skaits 2017.gada beigās,Izstāžu kopskaits 2017.gadā,Tematiskie pasākumi,Projektizstrāde,Izdevējdarbība,Zinātniskās pētniecības darbs
Valkas novada Vijciema pagasta bibliotēka,LV-BIB-000837,"Druvas, Vijciems, Vijciema pag., Valkas nov., LV-4733",57.58548,25.95356,384243,616795,Bibliotēkas,Jā,AIJA BRASLE,LV90009114839,,BLB0458,09.01.2004,Pašvaldības iestāde,349A,01.06.2015,01.06.2020,1924,"Bibliotēka dibināta 1924. gada 05. augustā kā Vijciema mūzikas un dziedāšanas biedrības un patērētāju biedrības ""Vija"" bibliotēka.;No 2006. gada bibliotēka atrodas jaunās telpās pagasta centrā.","Bibliotēka ir pagasta kultūras, izglītības un informācijas centrs. Paralēli bibliotēkas darbības virzieni ir novadpētniecība un darbs ar bērniem.;Bibliotēkas lietotāji: bērni un arī viņu vecāki piedalās kultūras programmas ""Lasīšanas veicināšana. Bērnu, jauniešu un vecāku žūrija"" darbā.",,,,,,,,,,,138,53,85.00000000,2377.00000000,1300,1077,,,3696.00000000,436,,571.00000000,392.00000000,4529.00000000,Jā,ALISE,,2.00000000,,,,2.00000000,,,,,35,12,1,,
Valkas novada Zvārtavas pagasta bibliotēka,LV-BIB-000838,"Luturskola, Stepi, Zvārtavas pag., Valkas nov., LV-4735",57.54528,26.30002,380418,637656,Bibliotēkas,Jā,Ineta Namniece,90000068708,27.03.1996,BLB0459,09.01.2004,Pašvaldības iestāde,724A,05.09.2016,05.09.2021,1930,"Zvārtavas pagasta bibliotēka dibināta 1930. gadā. Vienā ēkā ar bibliotēku atradās arī skola. 1934. gadā, pateicoties ""Draudzīgajam aicinājumam"", bibliotēkas krājums ievērojami palielinājās. Grāmatas pirmajā lappusē tika ierakstīts dāvinātāja uzvārda pirmais burts. No tā laika bibliotēkā par bibliotēkas vadītājiem strādājuši apmēram 20 cilvēki.","Bibliotēka nodrošina visiem pagasta iedzīvotājiem brīvu, neierobežotu literatūras un informācijas pieejamību. Tiek nodrošināta lasītājiem draudzīga vide mācībām un brīvā laika pavadīšanai. ",,Pašvaldības īpašums,1930,,,,Jā,Jā,80.00000000,12,119,15,104.00000000,1224.00000000,1158,66,,,2863.00000000,73,,437.00000000,349.00000000,4282.00000000,Jā,ALISE,,2.00000000,,,,2.00000000,,,,,27,2,,,
Valkas pagasta Lugažu bibliotēka,LV-BIB-000835,"Lugažu Muiža, Lugaži, Valkas pag., Valkas nov., LV-4701",57.76441,25.95539,404160,616330,Bibliotēkas,Jā,Inese Avotiņa,90000034025,04.03.1996,BLB0455,09.01.2004,Pašvaldības iestāde,779A,05.09.2016,05.09.2021,1923,"Valkas pagasta Lugažu bibliotēkas krājuma komplektēšanas sākums datēts ar 1923.gada 30. jūniju, (par to liecina Valsts vēstures arhīva izziņa Nr.5-JP9953/1) kad ir saņemtas pirmās 440 grāmatas bibliotēkas ierīkošanai un bibliotēkas finansēšanu uzņemas Valkas pagasta valde.","Nodrošināt ar nepieciešamajiem iespieddarbiem un citiem resursiem ikvienu interesentu, attīstot Lugažu bibliotēkas krājumu kā mūsdienīgu, modernu krājumu ar orientāciju uz ērtu informācijas pakalpojumu sniegšanu.",Katra mēneša pirmā pirmdiena metodiskā diena.,Pašvaldības īpašums,1967,,,,,Jā,186.00000000,14,129,26,103.00000000,1627.00000000,1449,178,2,833,3973.00000000,82,,585.00000000,555.00000000,4754.00000000,Jā,ALISE,,2.00000000,1.00000000,,1.00000000,1.00000000,Latviešu valoda,,,,23,6,,,
Valkas pagasta Sēļu bibliotēka,LV-BIB-000834,"Māja 22, Sēļi, Valkas pag., Valkas nov., LV-4723",57.74405,26.05294,402066,622201,Bibliotēkas,Jā,Dzidra Jevsejeva,90000034025,04.03.1996,BLB0456,09.01.2004,Pašvaldības iestāde,347A,07.09.2015,07.09.2020,1928,1928.gada 26.martā Valkas pagasta pilnvarotais Arveds Ignašs paraksta Kultūras fonda noteikumus un saņem pirmās 620 grāmatas bibliotēkas ierīkošanai.,"Valkas pagasta Sēļu bibliotēka ir informācijas, kultūras un saskarsmes centrs , kas nodrošina  atbilstošus informācijas pakalpojumus Valkas pagasta Sēļu un Tomēnu apdzīvoto vietu iedzīvotājiem (24.3% no kopējā  Valkas pagasta iedzīvotāju skaita), izmantojot bibliotēkas krājumu, SBA un  informācijas tehnoloģiju resursus.  ",Trešdienās  no 8:30 - 12:00 grāmatas pienes mājās.,Pašvaldības īpašums,1986,,,,,,94.00000000,12,142,32,110.00000000,1997.00000000,1450,547,,,7271.00000000,483,,831.00000000,605.00000000,8330.00000000,Jā,ALISE,,2.00000000,1.00000000,,,1.00000000,,,,,18,7,,,
Valles pagasta Taurkalnes bibliotēka,LV-BIB-000119,"Zemenītes, Taurkalne, Valles pag., Vecumnieku nov., LV-5106",56.5649,24.93481,269346,557448,Bibliotēkas,Jā,Brigita Čebatarova,90000043545,13.03.1996,BLB1826,15.11.2005,Pašvaldības iestāde,858,26.09.2013,27.09.2018,1962,,"Izglītības, kultūras un sabiedriskās saskarsmes centrs, kas nodrošina operatīvus un kvalitatīvus vietējās sabiedrības vajadzībām atbilstošus bibliotekāros, bibliogrāfiskos un informācijas pakalpojumus, sniedz atbalstu vietējās sabiedrības attīstībā.",,Pašvaldības īpašums,1962,,,,Jā,Jā,116.00000000,6,105,10,95.00000000,2056.00000000,2003,53,,,1175.00000000,69,,327.00000000,225.00000000,4862.00000000,Jā,ALISE,,2.00000000,1.00000000,,,1.00000000,,,,,13,12,,,
Valles pagasta Valles bibliotēka,LV-BIB-000120,"Liepu iela 15, Valle, Valles pag., Vecumnieku nov., LV-5106",56.5138,24.72018,263500,544318,Bibliotēkas,Jā,Ingūna Kļaviņa,90009115957,06.07.2009,BLB0298,01.12.2003,Pašvaldības struktūrvienība,,26.09.2013,26.09.2018,1958,"Bibliotēka dibināta 1958. gadā, lai gan ir agrākas ziņas par bibliotēkām Valles pagastā: 1927. gadā bijusi Valles Dziedāšanas biedrības bibliotēka ar 608 sējumiem un Valles Kultūras veicināšanas biedrības bibliotēka ar 549 vienībām.;Tagadējās bibliotēkas mājvieta bijusi tautas namā. Pēc ugunsgrēka 1986.gada 30.septembrī grāmatu krātuvi iekārto izpildkomitejas laulību ceremoniju zālē- par laimi grāmatas ugunsgrēkā ir izglābtas. Tur bibliotēka atrodas līdz 1992. gadam. Tad bibliotēku pārceļ uz PII „Cielaviņa” vienu korpusu, kur tā atrodas arī šodien.;","Vecumnieku novada Valles pagasta bibliotēka - pašvaldības kultūras, izglītības un informācijas iestāde, tā ir kultūrizglītības centrs lauku apvidū, kura mērķis – izglītotas un garīgi bagātas sabiedrības veidošana, balsts mūžizglītībā un formālajā izglītībā.   ;Bibliotēka nodrošina literatūras un informācijas pieejamību, komplektējot iespieddarbus un citus dokumentus, sniedzot bibliotekāros un bibliogrāfiskos pakalpojumus un uzziņas. Pēc satura bibliotēkas fonds ir universāls.;Bibliotēkas darbība saistīta ar iedzīvotāju informacionālo apkalpošanu, kultūras un izklaides iespēju piedāvājumu pagasta iedzīvotājiem. ;;",Trešdiena - metodiskā diena.;Bibliotēka vasaras mēnešos no 1.jūnija- 31.augustam apmeklētājiem atvērta no plkst.9.00-16.00.,Pašvaldības īpašums,1983,,,,Jā,Jā,150.00000000,22,301,137,164.00000000,2377.00000000,1521,856,,325,6350.00000000,817,26,633.00000000,654.00000000,7862.00000000,Jā,ALISE,,2.00000000,,,1.00000000,1.00000000,,,,,72,31,1,,
Valles vidusskolas bibliotēka,LV-BIB-012451,"Valles vidusskola, Valle, Valles pag., Vecumnieku nov., LV-5106",56.51218,24.71882,263319,544236,Bibliotēkas,Jā,Sintija Kreimane,90009125813,20.07.2009,BLB0963,11.03.2004,Pašvaldības iestāde,4513901041,29.05.2012,30.05.2018,1964,1964.gada 1.septembris - Valles pamatskolas bibliotēka;1975.gada 1.septembris - Valles vidusskolas bibliotēka,"izglītojoša, informatīva un kultūras vienība, kas darbojas saskaņā ar skolas licenzēto un akreditēto programmu īstenošanu atbilstoši valsts standartiem un mācību priekšmetu programmām.",,Pašvaldības īpašums,1964,,,,Jā,Jā,98.00000000,14,142,106,36.00000000,2556.00000000,648,1908,,,2876.00000000,2430,,310.00000000,0.00000000,9262.00000000,Jā,ALISE,,1.00000000,,,,2.00000000,,,,,14,2,,,
Valmieras 2. vidusskolas bibliotēka,LV-BIB-013265,"Raiņa iela 11, Valmiera, LV-4201",57.54598,25.42271,379056,585153,Bibliotēkas,Jā,Meldra Amoliņa,90000043403,08.03.1996,BLB2015,21.05.2009,Pašvaldības iestāde,"2771  ",16.12.2013,15.12.2019,,,,,Pašvaldības īpašums,1989,,,,,,101.00000000,12,310,270,40.00000000,6320.00000000,520,5800,,,5825.00000000,5100,,152.00000000,0.00000000,14373.00000000,Jā,ALISE,,0.00000000,,,1.00000000,,,,,,4,3,,,
Valmieras 2. vidusskolas struktūrvienība vakara (maiņu) vidusskolas bibliotēka,LV-BIB-013605,"Raiņa iela 11, Valmiera, LV-4201",57.54598,25.42271,379056,585153,Bibliotēkas,Jā,Meldra Amoliņa / Andrejs Gluhovs,2514901172,13.02.2006,BLB1676,14.10.2004,Pašvaldības iestāde,2771,16.12.2013,15.12.2019,1948,,,"Atbilstoši slodzei, darba laiks 1 diena nedēļā.",Pašvaldības īpašums,1989,,,,,,51.00000000,12,200,9,191.00000000,2094.00000000,1770,324,,,2244.00000000,770,,41.00000000,0.00000000,10331.00000000,Jā,ALISE,,0.00000000,1.00000000,,,,,,,,4,3,,,
Valmieras 5. vidusskolas bibliotēka,LV-BIB-013267,"Raiņa iela 3, Valmiera, LV-4201",57.54084,25.42371,378485,585225,Bibliotēkas,Jā,Inese Lazdiņa,,,BLB1675,14.10.2004,,,,,,,,Piektdienās  no 11:00 līdz 16:00 darbs ar elektronisko katalogu,Pašvaldības īpašums,1939,,28000.00000000,,,Jā,109.00000000,22,601,380,221.00000000,10621.00000000,4406,6215,10,,8478.00000000,6358,,1301.00000000,2684.00000000,32677.00000000,Jā,ALISE,,0.00000000,1.00000000,0.00000000,1.00000000,,,,,,12,26,,,
Valmieras bibliotēka,LV-BIB-000839,"Cēsu iela 4, Valmiera, LV-4201",57.53503,25.42427,377840,585272,Bibliotēkas,Jā,Daiga Rokpelne,90000043403,08.03.1996,BLB1473,28.05.2004,Pašvaldības struktūrvienība,487A,02.09.2014,02.09.2019,1920,"Valmieras bibliotēka  dibināta 1920.gada 24.februārī. ","Valmieras bibliotēka ir Valmieras pilsētas pašvaldības kultūras, izglītības un informācijas iestāde.;Valmieras bibliotēka kā Valmieras integrētās bibliotēkas dalībbibliotēka, nezaudējot savu identitāti, ir demokrātiski iekļāvusies tās darbībā. Valmieras integrētā bibliotēka apvieno Valmieras bibliotēku un Vidzemes Augstskolas bibliotēku. Tas ir Latvijā jauns pilsētas un reģionālās augstskolas sadarbības veids, kurā profesionāli sadarbojas neatkarīgas bibliotēkas, koordinējot, sapludinot un racionāli izmantojot informatīvos un personāla resursus. ;Valmieras integrētā bibliotēka ir atpazīstama lietotāju un profesionāļu vidū ar krājuma kvalitāti, sniegtajiem pakalpojumiem, klientiem piedāvātajām iespējām, kompetentiem darbiniekiem un spēju uzdrīkstēties un rīkoties radoši. ;Valmieras bibliotēkā darbojas Eiropas Komisijas “Europe Direct” informācijas centrs Valmierā. ;Valmieras bibliotēka ir koordinācijas un konsultāciju centrs reģiona publiskajām un skolu bibliotēkām. ;;",Katra mēneša pēdējā ceturtdiena - Metodiskā diena (bibliotēka slēgta).;DARBA LAIKI JŪLIJĀ - AUGUSTĀ:;  Bibliotēkas un Kopētavas darba laiks;Pirmdiena 12.00 - 19.00;Otrdiena 10.00 - 17.00;Trešdiena 10.00 - 17.00;Ceturtdiena 12.00 - 19.00;Piektdiena 10.00 - 17.00 ; ;;,Pašvaldības īpašums,1970,,,,Jā,Jā,2497.00000000,194,6634,1818,4816.00000000,126000.00000000,94830,31170,163219,16290,251105.00000000,15937,18,5018.00000000,5476.00000000,84869.00000000,Jā,ALISE,,8.00000000,,2.00000000,,4.00000000,Latviešu valoda;Krievu valoda;Angļu valoda,,,,48,202,4,1,
Valmieras Dizaina un mākslas vidusskolas bibliotēka,LV-BIB-013566,"Purva iela 12, Valmiera, LV-4201",57.54297,25.38675,378677,583008,Bibliotēkas,Jā,Inese Mētriņa,90000043403,,BLB1768,16.05.2005,Pašvaldības iestāde,AI7154,03.03.2014,02.03.2020,2005,Mākslas skola Valmierā dibināta 1976.gadā un ir viena no vecākajām mākslas skolām Latvijā;  ; ;;,Valmieras Dizaina un mākslas vidusskolas bibliotēkā pieejams plašs mākslas un dizaina grāmatu klāsts,,Pašvaldības īpašums,1990,,3683.00000000,"Kopš 2013.gada 1.marta Valmieras Mākslas vidusskola atrodas telpās - Purva ielā 12, Valmierā. Kopējā nedzīvojamā platība ēkā ir 3682.9 m(kv.m.). Ap skolu atrodas plaša teritorija, kura iekārtota atbilstoši skolas vajadzībām. Skolas ēkai ir 6 virszemes stāvi un 1 plašs pazemes stāvs.  2001.gadā ēkai veikta renovācija ar siltināšanas pasākumiem.",Jā,Jā,35.00000000,4,130,29,101.00000000,1086.00000000,998,88,,,1095.00000000,271,,73.00000000,0.00000000,2146.00000000,Jā,ALISE,,0.00000000,1.00000000,1.00000000,1.00000000,,,,,,12,,,,
Valmieras Gaujas krasta vidusskola - attīstības centrs,LV-BIB-013291,"Leona Paegles iela 5/7, Valmiera, LV-4201",57.53519,25.41829,377850,584914,Bibliotēkas,Jā,Anita Reinerte,90000043403,,BLB1995,23.07.2008,Pašvaldības iestāde,,,,1875,,"Bibliotēka ir skolas struktūrvienība, kultūras un informācijas centrs, kas nodrošina apmeklētājus ar skolas specifikai atbilstošu speciālo literatūru, daiļliteratūru, mācību grāmatām, metodisko literatūru, laikrakstiem un žurnāliem.",,Pašvaldības īpašums,1883,,,,Jā,Jā,52.00000000,10,258,135,123.00000000,6126.00000000,3673,2453,,,6098.00000000,2158,,294.00000000,267.00000000,10658.00000000,Jā,ALISE,,0.00000000,,,,1.00000000,,,,,34,18,,,
Valmieras Mūzikas skolas bibliotēka,LV-BIB-013704,"Pilskalna iela 3, Valmiera, LV-4201",57.53595,25.42004,377936,585017,Bibliotēkas,Jā,Gunta Mārīte Saklaura,90000043403,27.07.2009,BLB2596,03.09.2009,Pašvaldības iestāde,AI 2992,04.12.2014,08.12.2020,1920,Valmieras Mūzikas skola dibināta; 1920.gada 8.oktorī,Nošu bibliotēka,Pusdienas pārtraukums no 12:30 - 13:15,Pašvaldības īpašums,1927,,2423.00000000,,Jā,Jā,19.00000000,3,60,9,51.00000000,4616.00000000,3391,1225,,,4297.00000000,69,,122.00000000,786.00000000,9062.00000000,Jā,ALISE,,0.00000000,1.00000000,1.00000000,1.00000000,,,,,,,3,,,
Valmieras Pārgaujas ģimnāzijas bibliotēka,LV-BIB-013264,"Zvaigžņu iela 4, Valmiera, LV-4201",57.52992,25.42664,377274,585426,Bibliotēkas,Jā,Agita Zariņa,2513900630,10.03.2000,BLB1673,14.10.2004,Pašvaldības iestāde,2660,14.05.2013,13.05.2019,1971,1971. gads,"Valmieras Pārgaujas ģimnāzijas bibliotēka ir izglītības iestādes bibliotēka, kas nodrošina lasītājus ar nepieciešamo mācību, metodisko un papildus literatūru, īstenojot kvalitatīvu mācību procesu pamatizglītības programmā (7.-9.kl.) un trīs vispārējās vidējās izglītības programmās (10. - 12.kl.). ;Valmieras Pārgaujas ģimnāzijas grāmatu fonds atbilstoši lasītāju vajadzībām izvietots divās telpās - abonomentā un lasītavā.",,Pašvaldības īpašums,1971,,,,Jā,,116.00000000,16,624,557,67.00000000,11785.00000000,1253,10532,,,13576.00000000,6314,,1173.00000000,514.00000000,28596.00000000,Jā,ALISE,,1.00000000,1.00000000,1.00000000,1.00000000,,,,,,8,3,,,
Valmieras Pārgaujas sākumskolas bibliotēka,LV-BIB-013273,"Meža iela 12A, Valmiera, LV-4201",57.52801,25.42783,377063,585502,Bibliotēkas,Jā,"Vineta Olehno(bibliotekāre), Viktors Litaunieks(skolas direktors)",2512902432,14.10.2003,BLB1674,14.10.2004,Pašvaldības iestāde,3261,02.05.2016,04.05.2022,1996,Skola dibināta 1996.gada 1.jūlijā.;Līdz 2003.gada 1.augustam skola tiek saukta par Valmieras Pārgaujas sākumskolu.;2000./2001.m.g.skola pāriet uz 1.-6.klašu apmācību.;2003.gada 1.augustā skola tiek pārdēvēta par Valmieras Pārgaujas pamatskolu.;2O11.gada 26.oktobrī skola tiek saukta atkal par Valmieras Pārgaujas sākumskolu.,Skolas bibliotēka darbojas arī kopš 1996.gada.,Katra mēneša pēdējā ceturtdiena - slēgta.(Metodiskā diena.),Pašvaldības īpašums,1984,,40678.00000000,,Jā,Jā,76.00000000,12,665,614,51.00000000,4974.00000000,174,4800,,,8080.00000000,7149,,713.00000000,214.00000000,21759.00000000,Jā,ALISE,,0.00000000,1.00000000,,1.00000000,,,,,,13,4,,,
Valmieras sākumskolas bibliotēka,LV-BIB-013272,"Leona Paegles iela 40A, Valmiera, LV-4201",57.53197,25.40759,377478,584281,Bibliotēkas,Jā,Sarmīte Rozenbaha,2512902507,06.08.2004,BLB1827,06.08.2004,Pašvaldības iestāde,2396,10.03.2012,09.03.2018,1997,"1997.gads- Valmieras pilsētas Dome;Bibliotēka dibināta kā Valmieras sākumskolas, vēlāk kā Valmieras pamatskolas bibliotēka(līdz 6.klasei);No 2010.gada 1.septembra darbu sāk jaunuzceltā skola, līdz ar to bibliotēka iegūst jaunas, plašas telpas.;2011.gada 22.septembrī Valmieras pilsētas Dome pieņēma lēmumu, ar kuru nolēma Valmieras pamatskolai mainīt nosaukumu uz Valmieras sākumskolu( Domes lēmums Nr.313 prot.Nr.11;26);Lēmums stājas spēkā 2011.gada 20.oktobrī.","Skolas bibliotēka - skolēns;      * nodrošinājums ar literatūru mācību pilnveidei;      * uzziņu darbs;      * bibliotekārās stundas;      * literāro pēcpusdienu organizēšana;      * lasīšanas veicināšanas pasākumi;      * izstādes, konkursi;      * tikšanās ar radošiem cilvēkiem;      * IT apgūšanas un veicināšanas process;      * sadarbība ar Valmieras bibliotēku, Bērnu apkalpošanas nodaļu, pieredzes ekskursijas, semināri, kursi, u.c.",,Pašvaldības īpašums,2010,,17152.00000000,,Jā,Jā,326.00000000,25,620,535,85.00000000,32390.00000000,2500,29890,,,11182.00000000,9280,,1132.00000000,222.00000000,17666.00000000,Jā,ALISE,,0.00000000,1.00000000,,1.00000000,,,,,,8,25,,,
Valmieras tehnikuma bibliotēka,LV-BIB-013551,"Vadu iela 3, Valmiera, LV-4201",57.52758,25.44584,377038,586581,Bibliotēkas,Jā,Vineta Melngārša,2534003066,06.01.2015,BLB2050,12.07.2012,Valsts iestāde,,,,1964,"Skola Vadu iela 3 dibināta 1964. gadā. Skola Ausekļa ielā 25B dibināta 1959. gadā.;Abas skolas reorganizētas 2011. gadā, izveidojot jaunu - Valmieras Profesionālo vidusskolu. Ar 2014. gada MK rīkojumu Nr.681 25.11.2014. Valmieras Profesionālajai vidusskolai piešķirts kompetences centra statuss un nosaukums ir Valmieras tehnikums.;;Valmieras tehnikuma Rankas teritoriālā struktūrvienība dibināta 1923. gada 18. jūnijā, kā Valsts Rankas divgadīgā mājturības skola. Dibināšanas nolūks- veicināt un celt lauku kultūru. Sākotnēji skola atradās Rankas pilī. Uz jaunajām ēkām skola pārcēlās 1974.gadā, kur atrodas joprojām. Pa šiem gadiem skolas nosaukums mainīts neskaitāmas reizes. Pēdējās izmaiņas - 2012. gada vasarā - Rankas profesionālā vidusskola.  2015. gada 1. septembrī - Valmieras tehnikuma Rankas teritoriālā struktūrvienība.","Skolas bibliotēkas galvenie darbības virzieni ir izglītības programmu īstenošanai nepieciešamo mācību grāmatu un citu dokumentu komplektēšana, uzskaite, apstrāde, sistematizēšana, kataloģizēšana, klasificēšana un uzglabāšana, kā arī izglītojamo un skolotāju informacionālā un bibliotekārā apkalpošana.;Skolas bibliotēka neapkalpo personas, kuras nav reģistrētas kā lasītāji. ;;Skolas bibliotēkā ir mācību grāmatu abonements, daiļliteratūras un nozaru literatūras abonements, viena lasītava, kas ir atbilstoši tehnoloģiski aprīkotas (iespēja lietot elektroniskos katalogus, datoru, datorprogrammas, printeri, internetu, multifunkcionālo iekārtu).;;Rankas teritoriālā struktūrvienība - ilgus savas pastāvēšanas gadus skola ir sagatavojusi speciālistus lauksaimniecības un mežsaimniecības nozarēm. 1980 gadu sākumā skolā sāka apmācīt pavārus. 80 gadu beigās – galdniekus. Šo abu profesiju speciālistus skola sagatavo arī šobrīd. Sākot ar 2011. gada septembri skolā mācās arī viesmīlības pakalpojumu speciālisti.;Lai uzlabotu vides un audzēkņu apmācības kvalitāti, skolā ir tikuši īstenoti vairāki ESF projekti. 2011. gada novembrī tika pabeigts skolas renovācijas projekts- ievērojami uzlabojot skolas, kabinetu un mācību darbnīcu funkcionalitāti.;","Rankas struktūrvienības bibliotēkas darba laiks P, O, Tr, C no 8.00 līdz 17.00;Piektdiena - slēgts;Pusdienas pārtraukums no 12.00 līdz 13.00",Valsts īpašums,1964,,,,Jā,Jā,250.00000000,45,885,285,600.00000000,8276.00000000,4133,4143,,,7656.00000000,2797,,892.00000000,1588.00000000,31491.00000000,Jā,ALISE,,0.00000000,3.00000000,2.00000000,,1.00000000,,,,,10,6,,,
Valmieras Valsts ģimnāzijas bibliotēka,LV-BIB-013263,"Leona Paegles iela 40, Valmiera, LV-4201",57.5327,25.40857,377560,584338,Bibliotēkas,Jā,Artūrs Skrastiņš,2519902526,22.11.2004,BLB1671,14.10.2004,Pašvaldības iestāde,3315,01.06.2016,31.05.2022,,,"Valmieras Valsts ģimnāzijas bibliotēka ir izglītības iestādes bibliotēka un tās galvenais uzdevums ir audzēkņu un pedagogu nodrošināšana ar nepieciešamo mācību, metodisko un papildliteratūru kvalitatīva mācību procesa veikšanai.;Bibliotēkas  darbs virzīts uz to, lai attīstītu skolēnos informācijpratību, medijpratību un patstāvīgas mācīšanās iemaņas. Lai rosinātu jauniešos interesi par kultūru, zinātni, mākslu, grāmatām un lasīšanu.",Piektdienās bibliotēka lasītājus neapkalpo: darbs ar elektronisko katalogu.,Pašvaldības īpašums,1900,102,39750.00000000,"Valmieras Valsts ģimnāzija atrodas ēkā, kas ir valsts nozīmes kultūras piemineklis. Līdz 2010. gada jūnijam tur atradās arī skolas bibliotēka. Taču, telpu šaurības un nepiemērotības dēl, tika pieņemts lēmums bibliotēku paplašināt un pārvietot uz skolai piederošo blakusēku. Kopš 2010. gada 1. septembra Valmieras Valsts ģimnāzijas bibliotēka atrodas citās telpās ēkā cieši blakus skolai.",,Jā,178.00000000,40,610,448,162.00000000,8220.00000000,4989,3231,,,9677.00000000,6173,,1430.00000000,1253.00000000,43962.00000000,Jā,ALISE,,1.00000000,1.00000000,,,,,,,,5,1,,,
Valmieras Viestura vidusskolas bibliotēka,LV-BIB-013266,"Viestura aleja 3, Valmiera, LV-4201",57.55026,25.43312,379546,585766,Bibliotēkas,Jā,Uldis Jansons,BLB1672,14.10.2004,BLB1673,14.10.2004,Pašvaldības struktūrvienība,2854,31.03.2014,01.04.2020,1939,,,,Pašvaldības īpašums,1939,,28723.00000000,,,Jā,50.00000000,8,842,743,99.00000000,5605.00000000,380,5225,,,19868.00000000,17820,,1521.00000000,1081.00000000,44298.00000000,Jā,ALISE,,0.00000000,2.00000000,2.00000000,1.00000000,,,,,,3,7,,,
